"Date","Price","Open","High","Low","Vol.","Change %"
"07/08/2013","187.23","186.23","187.99","186.23","","0.51%"
"07/05/2013","186.28","186.12","186.75","185.72","","0.11%"
"07/04/2013","186.07","186.18","186.50","185.75","","-0.06%"
"07/03/2013","186.18","185.06","186.77","185.06","","0.61%"
"07/02/2013","185.06","185.18","185.27","184.19","","-0.06%"
"07/01/2013","185.18","186.05","186.57","184.54","","-0.51%"
"06/28/2013","186.13","186.80","186.80","185.71","","-0.32%"
"06/27/2013","186.72","187.97","187.97","186.67","","-0.71%"
"06/26/2013","188.06","187.73","188.26","187.16","","0.18%"
"06/25/2013","187.73","189.08","189.34","187.62","","-0.72%"
"06/24/2013","189.09","188.59","189.37","188.10","","0.27%"
"06/21/2013","188.58","188.50","189.31","187.79","","0.83%"
"06/20/2013","187.02","184.50","187.14","184.50","","1.32%"
"06/19/2013","184.59","185.21","185.42","184.45","","-0.30%"
"06/18/2013","185.15","184.13","185.21","184.07","","0.54%"
"06/17/2013","184.16","183.96","184.38","183.71","","0.12%"
"06/14/2013","183.94","184.17","184.45","183.44","","-0.17%"
"06/13/2013","184.25","184.03","185.28","184.03","","0.16%"
"06/12/2013","183.95","184.73","185.11","183.79","","-0.42%"
"06/11/2013","184.73","183.85","185.56","183.85","","0.43%"
"06/10/2013","183.93","182.30","184.00","182.30","","0.94%"
"06/07/2013","182.22","182.42","182.42","180.42","","-0.09%"
"06/06/2013","182.38","182.57","182.58","182.30","","-0.13%"
"06/05/2013","182.61","183.31","183.65","181.97","","-0.38%"
"06/04/2013","183.30","182.61","183.41","182.56","","0.34%"
"06/03/2013","182.67","184.41","184.41","182.35","","-0.94%"
"05/31/2013","184.40","184.20","184.41","183.38","","0.14%"
"05/30/2013","184.15","184.86","184.86","183.79","","-0.37%"
"05/29/2013","184.84","184.33","185.09","184.15","","0.29%"
"05/28/2013","184.31","183.38","184.31","182.91","","0.50%"
"05/27/2013","183.40","183.94","184.30","182.97","","-0.33%"
"05/24/2013","184.00","184.06","184.67","183.16","","-0.02%"
"05/23/2013","184.03","181.75","184.11","181.75","","1.28%"
"05/22/2013","181.70","181.01","181.74","181.01","","0.30%"
"05/21/2013","181.16","182.24","182.24","181.12","","-0.52%"
"05/20/2013","182.11","181.98","182.45","181.74","","0.01%"
"05/17/2013","182.09","181.90","182.20","181.88","","0.17%"
"05/16/2013","181.78","181.39","181.85","181.01","","0.22%"
"05/15/2013","181.39","180.68","181.48","180.68","","0.38%"
"05/14/2013","180.71","181.18","181.29","180.12","","-0.23%"
"05/13/2013","181.12","180.11","181.65","180.11","","0.56%"
"05/10/2013","180.11","178.08","180.39","178.08","","1.12%"
"05/09/2013","178.12","176.91","178.19","176.22","","0.67%"
"05/08/2013","176.93","177.19","177.30","176.53","","-0.14%"
"05/07/2013","177.17","177.56","177.88","177.12","","-0.22%"
"05/06/2013","177.56","178.26","178.26","177.31","","-0.41%"
"05/03/2013","178.29","179.12","179.12","178.02","","-0.46%"
"05/02/2013","179.11","178.51","179.13","178.12","","0.27%"
"05/01/2013","178.63","178.74","178.90","178.57","","-0.03%"
"04/30/2013","178.69","178.95","179.18","178.51","","-0.24%"
"04/29/2013","179.12","180.21","180.21","179.12","","-0.63%"
"04/26/2013","180.25","180.20","180.50","179.48","","0.04%"
"04/25/2013","180.17","180.82","180.82","180.08","","-0.35%"
"04/24/2013","180.81","181.20","181.44","180.81","","-0.21%"
"04/23/2013","181.19","181.13","181.79","180.61","","0.03%"
"04/22/2013","181.13","181.19","182.03","181.00","","-0.05%"
"04/19/2013","181.22","181.19","181.71","180.55","","0.03%"
"04/18/2013","181.16","181.81","182.38","180.92","","-0.38%"
"04/17/2013","181.85","179.58","181.85","179.58","","0.93%"
"04/16/2013","180.17","181.05","181.83","180.17","","-0.47%"
"04/15/2013","181.02","182.39","182.73","180.70","","-0.76%"
"04/12/2013","182.41","182.32","183.12","182.09","","0.05%"
"04/11/2013","182.31","182.50","182.82","181.78","","-0.56%"
"04/10/2013","183.33","183.67","184.25","183.08","","-0.21%"
"04/09/2013","183.72","184.41","184.63","183.02","","-0.27%"
"04/08/2013","184.22","183.44","184.25","182.90","","0.42%"
"04/05/2013","183.45","181.39","183.57","181.19","","1.14%"
"04/04/2013","181.39","180.27","181.57","180.27","","0.62%"
"04/03/2013","180.27","180.44","181.31","180.01","","-0.07%"
"04/02/2013","180.39","179.53","180.49","178.94","","0.46%"
"04/01/2013","179.56","179.21","179.97","179.20","","0.35%"
"03/29/2013","178.94","179.17","179.53","178.72","","-0.13%"
"03/28/2013","179.17","178.90","179.49","178.38","","0.18%"
"03/27/2013","178.84","178.32","178.95","178.01","","0.26%"
"03/26/2013","178.37","178.95","179.25","177.75","","-0.34%"
"03/25/2013","178.97","180.25","180.25","178.72","","-0.68%"
"03/22/2013","180.19","179.51","180.19","179.50","","0.32%"
"03/21/2013","179.62","179.59","179.94","179.38","","-0.02%"
"03/20/2013","179.66","179.13","180.34","179.13","","0.30%"
"03/19/2013","179.12","179.30","179.30","178.14","","-0.11%"
"03/18/2013","179.31","178.75","179.79","178.75","","0.31%"
"03/15/2013","178.75","178.25","179.30","177.94","","0.29%"
"03/14/2013","178.23","176.83","178.69","176.83","","0.80%"
"03/13/2013","176.81","176.23","176.98","176.23","","0.32%"
"03/12/2013","176.24","175.96","176.62","175.85","","0.13%"
"03/11/2013","176.01","175.34","177.49","175.34","","0.39%"
"03/08/2013","175.32","174.91","175.86","174.49","","0.25%"
"03/07/2013","174.88","174.45","174.95","174.42","","0.25%"
"03/06/2013","174.45","174.65","174.65","173.90","","-0.13%"
"03/05/2013","174.67","175.25","175.25","174.44","","-0.34%"
"03/04/2013","175.26","174.25","175.72","174.25","","0.55%"
"03/01/2013","174.31","174.34","174.34","174.22","","0.01%"
"02/28/2013","174.30","174.25","174.31","173.62","","0.05%"
"02/27/2013","174.22","174.91","174.91","173.94","","-0.46%"
"02/26/2013","175.02","174.34","175.11","174.34","","0.42%"
"02/25/2013","174.28","174.09","174.78","174.06","","0.09%"
"02/22/2013","174.13","174.28","174.75","173.84","","-0.06%"
"02/21/2013","174.23","173.20","174.23","173.20","","0.57%"
"02/20/2013","173.25","173.07","173.27","172.38","","0.13%"
"02/19/2013","173.03","173.62","173.62","172.94","","-0.33%"
"02/18/2013","173.60","173.03","173.92","173.03","","0.28%"
"02/15/2013","173.12","174.26","174.26","172.86","","-0.60%"
"02/14/2013","174.17","174.28","174.41","173.81","","-0.11%"
"02/13/2013","174.36","174.06","174.83","174.06","","-0.62%"
"02/12/2013","175.44","175.81","176.19","174.83","","-0.24%"
"02/11/2013","175.86","175.86","175.86","175.86","","0.00%"
"02/08/2013","175.86","175.00","175.96","174.93","","0.52%"
"02/07/2013","174.95","174.80","175.12","174.38","","0.05%"
"02/06/2013","174.87","174.44","175.19","173.99","","0.22%"
"02/05/2013","174.48","174.88","175.21","174.02","","-0.21%"
"02/04/2013","174.85","176.23","176.23","173.97","","-0.58%"
"02/01/2013","175.87","174.91","176.44","174.68","","0.53%"
"01/31/2013","174.95","174.70","175.51","174.70","","0.19%"
"01/30/2013","174.61","174.18","174.88","173.35","","0.25%"
"01/29/2013","174.18","175.43","175.61","173.88","","-0.74%"
"01/28/2013","175.48","172.98","175.88","172.98","","1.49%"
"01/25/2013","172.91","171.84","172.91","171.84","","0.59%"
"01/24/2013","171.90","171.72","172.20","171.42","","0.16%"
"01/23/2013","171.63","170.90","171.69","170.90","","0.36%"
"01/22/2013","171.01","171.14","171.78","170.70","","-0.04%"
"01/21/2013","171.08","170.31","171.13","170.14","","0.47%"
"01/18/2013","170.28","170.23","170.34","169.76","","0.05%"
"01/17/2013","170.20","170.26","170.50","169.90","","-0.07%"
"01/16/2013","170.32","170.21","170.63","170.00","","0.04%"
"01/15/2013","170.26","169.85","170.27","169.58","","0.25%"
"01/14/2013","169.84","169.94","170.09","169.79","","-0.07%"
"01/11/2013","169.96","170.08","170.09","169.48","","-0.08%"
"01/10/2013","170.09","170.34","170.76","170.04","","-0.14%"
"01/09/2013","170.32","170.97","170.97","170.26","","-0.38%"
"01/08/2013","170.97","170.67","171.01","170.56","","0.17%"
"01/07/2013","170.68","170.51","170.94","170.20","","0.10%"
"01/04/2013","170.51","170.64","170.98","170.50","","-0.08%"
"01/03/2013","170.65","170.71","170.92","170.33","","-0.03%"
"01/02/2013","170.70","171.12","171.17","170.67","","-0.01%"
"01/01/2013","170.72","170.72","170.72","170.72","","0.00%"
"12/31/2012","170.72","171.30","171.39","170.63","","-0.35%"
"12/28/2012","171.32","172.00","172.43","171.26","","-0.39%"
"12/27/2012","171.99","172.17","172.17","171.86","","-0.10%"
"12/26/2012","172.17","172.20","172.42","172.09","","-0.02%"
"12/25/2012","172.20","172.21","172.25","172.12","","-0.01%"
"12/24/2012","172.21","172.73","172.83","172.21","","-0.31%"
"12/21/2012","172.74","172.50","172.81","172.42","","0.15%"
"12/20/2012","172.48","172.09","172.59","172.06","","0.26%"
"12/19/2012","172.03","172.22","172.41","172.03","","-0.08%"
"12/18/2012","172.17","171.62","172.29","171.62","","0.12%"
"12/17/2012","171.97","172.14","172.41","171.77","","-0.17%"
"12/14/2012","172.26","172.22","172.52","171.89","","-0.08%"
"12/13/2012","172.39","171.45","172.45","171.35","","0.38%"
"12/12/2012","171.74","172.06","172.58","171.73","","-0.23%"
"12/11/2012","172.13","173.01","173.06","172.12","","-0.50%"
"12/10/2012","172.99","173.64","173.79","172.99","","-0.40%"
"12/07/2012","173.69","173.94","174.12","173.42","","-0.18%"
"12/06/2012","174.00","173.92","174.11","173.75","","0.05%"
"12/05/2012","173.92","174.12","174.22","173.65","","-0.11%"
"12/04/2012","174.12","173.95","174.22","173.86","","0.13%"
"12/03/2012","173.89","173.76","174.19","173.75","","0.01%"
"11/30/2012","173.88","174.04","174.23","173.74","","-0.06%"
"11/29/2012","173.98","174.31","174.35","173.94","","-0.19%"
"11/28/2012","174.31","174.63","174.84","174.21","","-0.21%"
"11/27/2012","174.67","174.45","174.67","174.07","","0.13%"
"11/26/2012","174.45","174.08","174.50","174.06","","0.10%"
"11/23/2012","174.28","174.32","174.59","174.12","","0.00%"
"11/22/2012","174.28","173.72","174.38","173.40","","0.31%"
"11/21/2012","173.75","173.78","174.07","173.59","","-0.02%"
"11/20/2012","173.78","174.28","174.28","173.50","","-0.29%"
"11/19/2012","174.28","175.21","175.21","174.20","","-0.53%"
"11/16/2012","175.20","174.68","175.24","174.40","","0.30%"
"11/15/2012","174.67","174.52","175.06","174.21","","0.08%"
"11/14/2012","174.53","175.06","175.06","174.30","","-0.30%"
"11/13/2012","175.05","175.00","175.31","174.81","","0.03%"
"11/12/2012","174.99","174.18","174.99","174.18","","0.44%"
"11/09/2012","174.22","174.52","175.09","174.05","","-0.16%"
"11/08/2012","174.50","174.29","174.87","174.06","","0.24%"
"11/07/2012","174.09","174.58","174.70","173.81","","-0.28%"
"11/06/2012","174.58","174.72","174.92","174.53","","-0.13%"
"11/05/2012","174.81","174.87","175.22","174.62","","-0.05%"
"11/02/2012","174.90","174.87","175.17","174.79","","0.09%"
"11/01/2012","174.75","174.86","175.25","174.68","","-0.03%"
"10/31/2012","174.81","174.91","174.94","174.65","","-0.04%"
"10/30/2012","174.88","175.80","175.80","174.53","","-0.55%"
"10/29/2012","175.85","175.65","175.88","175.16","","0.11%"
"10/26/2012","175.66","175.74","176.14","175.47","","-0.16%"
"10/25/2012","175.94","176.54","176.62","175.72","","-0.42%"
"10/24/2012","176.69","176.94","177.06","176.34","","0.05%"
"10/23/2012","176.61","175.99","176.63","175.99","","0.00%"
"10/22/2012","176.61","176.82","176.99","176.50","","-0.11%"
"10/19/2012","176.80","176.81","177.07","176.21","","0.00%"
"10/18/2012","176.80","176.56","176.84","176.44","","0.08%"
"10/17/2012","176.66","176.65","176.84","176.22","","-0.01%"
"10/16/2012","176.67","177.09","177.09","176.40","","-0.24%"
"10/15/2012","177.10","177.79","177.83","177.02","","-0.10%"
"10/12/2012","177.28","177.31","177.44","177.06","","-0.03%"
"10/11/2012","177.34","177.35","177.92","177.26","","-0.03%"
"10/10/2012","177.40","176.82","177.48","176.82","","0.35%"
"10/09/2012","176.79","176.80","176.86","176.50","","-0.01%"
"10/08/2012","176.81","176.68","177.00","176.55","","0.07%"
"10/05/2012","176.69","176.96","177.00","176.24","","-0.16%"
"10/04/2012","176.98","177.18","177.40","176.94","","-0.11%"
"10/03/2012","177.18","177.18","177.18","177.18","","0.00%"
"10/02/2012","177.18","177.04","177.34","176.85","","0.08%"
"10/01/2012","177.04","177.18","177.31","177.04","","-0.10%"
"09/28/2012","177.21","177.19","177.25","176.52","","0.02%"
"09/27/2012","177.18","177.62","177.76","177.02","","-0.25%"
"09/26/2012","177.63","177.57","178.02","177.52","","0.15%"
"09/25/2012","177.37","177.69","178.01","177.18","","-0.15%"
"09/24/2012","177.63","177.61","178.04","177.39","","0.05%"
"09/21/2012","177.55","177.57","177.94","177.27","","0.05%"
"09/20/2012","177.46","176.93","178.46","176.72","","0.32%"
"09/19/2012","176.90","177.04","177.10","176.56","","-0.10%"
"09/18/2012","177.07","176.74","177.18","176.65","","0.19%"
"09/17/2012","176.73","176.65","176.85","176.37","","-0.09%"
"09/14/2012","176.89","178.31","178.31","176.58","","-0.81%"
"09/13/2012","178.33","178.14","178.45","178.04","","0.08%"
"09/12/2012","178.19","178.15","178.24","177.80","","0.04%"
"09/11/2012","178.11","178.12","178.43","177.92","","-0.01%"
"09/10/2012","178.13","177.88","178.31","177.81","","-0.04%"
"09/07/2012","178.20","178.00","178.47","177.94","","-0.34%"
"09/06/2012","178.81","178.93","179.03","178.69","","-0.11%"
"09/05/2012","179.01","178.96","179.06","178.57","","0.22%"
"09/04/2012","178.61","178.44","178.78","178.42","","0.04%"
"09/03/2012","178.53","178.23","178.72","178.14","","-0.03%"
"08/31/2012","178.59","178.70","179.05","178.50","","-0.07%"
"08/30/2012","178.72","178.72","178.88","178.53","","-0.02%"
"08/29/2012","178.75","178.69","179.04","178.41","","0.04%"
"08/28/2012","178.67","178.68","179.08","178.67","","0.04%"
"08/27/2012","178.60","178.78","179.03","178.40","","0.02%"
"08/24/2012","178.57","178.18","178.69","178.14","","0.22%"
"08/23/2012","178.18","178.22","178.44","177.81","","-0.37%"
"08/22/2012","178.84","177.94","178.85","177.75","","0.49%"
"08/21/2012","177.97","178.58","178.58","177.79","","-0.35%"
"08/20/2012","178.60","178.52","178.71","178.46","","0.02%"
"08/17/2012","178.57","178.13","178.69","177.75","","0.28%"
"08/16/2012","178.07","177.70","178.26","177.70","","0.19%"
"08/15/2012","177.74","177.80","177.80","177.60","","-0.03%"
"08/14/2012","177.80","177.51","177.98","177.22","","0.17%"
"08/13/2012","177.49","177.62","178.13","177.41","","-0.20%"
"08/10/2012","177.84","177.23","177.86","176.97","","0.33%"
"08/09/2012","177.26","177.67","177.67","176.95","","-0.24%"
"08/08/2012","177.69","177.41","177.88","176.91","","0.21%"
"08/07/2012","177.32","176.99","177.34","176.58","","0.17%"
"08/06/2012","177.02","176.59","177.30","176.40","","-0.61%"
"08/03/2012","178.11","177.79","178.66","177.79","","0.18%"
"08/02/2012","177.79","176.97","177.86","176.97","","0.45%"
"08/01/2012","177.00","177.75","177.82","176.69","","-0.41%"
"07/31/2012","177.72","178.34","178.35","177.15","","-0.34%"
"07/30/2012","178.32","178.42","178.54","177.62","","-0.07%"
"07/27/2012","178.44","179.62","179.62","178.40","","-0.64%"
"07/26/2012","179.59","179.88","179.91","179.39","","-0.18%"
"07/25/2012","179.92","179.99","180.70","179.80","","-0.02%"
"07/24/2012","179.95","180.10","180.12","179.42","","-0.11%"
"07/23/2012","180.14","179.28","180.37","179.28","","0.47%"
"07/20/2012","179.29","178.56","179.43","178.56","","0.38%"
"07/19/2012","178.62","179.39","179.39","178.52","","-0.35%"
"07/18/2012","179.25","179.70","179.76","178.50","","-0.27%"
"07/17/2012","179.74","179.69","179.86","179.11","","0.03%"
"07/16/2012","179.69","179.97","180.33","179.64","","-0.16%"
"07/13/2012","179.97","181.16","181.36","179.93","","-0.66%"
"07/12/2012","181.16","179.18","181.56","179.10","","1.11%"
"07/11/2012","179.17","179.06","180.05","179.02","","0.04%"
"07/10/2012","179.10","179.44","179.81","179.10","","-0.18%"
"07/09/2012","179.42","179.96","179.99","179.08","","0.12%"
"07/06/2012","179.20","178.33","179.22","178.33","","0.46%"
"07/05/2012","178.38","179.37","179.47","178.32","","-0.45%"
"07/04/2012","179.19","178.54","179.41","178.39","","0.43%"
"07/03/2012","178.42","180.19","180.59","178.42","","-0.98%"
"07/02/2012","180.19","179.63","180.58","179.49","","0.31%"
"06/29/2012","179.63","182.18","182.26","179.56","","-1.42%"
"06/28/2012","182.22","181.83","182.32","181.23","","0.24%"
"06/27/2012","181.79","182.10","182.19","181.67","","-0.13%"
"06/26/2012","182.02","182.62","182.81","181.85","","-0.33%"
"06/25/2012","182.62","182.08","183.10","181.69","","0.30%"
"06/22/2012","182.08","181.36","182.24","181.36","","0.39%"
"06/21/2012","181.38","181.28","181.44","180.46","","0.07%"
"06/20/2012","181.25","181.49","181.77","180.96","","-0.15%"
"06/19/2012","181.52","182.07","182.65","181.47","","-0.30%"
"06/18/2012","182.07","182.84","183.00","181.76","","-0.51%"
"06/15/2012","183.00","182.78","183.50","182.42","","0.14%"
"06/14/2012","182.74","183.15","183.49","182.74","","-0.16%"
"06/13/2012","183.04","183.52","183.68","183.02","","-0.27%"
"06/12/2012","183.54","183.96","184.39","183.32","","-0.21%"
"06/11/2012","183.93","182.84","183.95","182.84","","-0.21%"
"06/08/2012","184.31","183.03","184.79","183.03","","0.70%"
"06/07/2012","183.02","184.56","184.63","182.81","","-0.82%"
"06/06/2012","184.54","184.73","184.73","184.35","","-0.29%"
"06/05/2012","185.07","185.35","185.77","184.66","","-0.15%"
"06/04/2012","185.34","185.74","185.92","185.23","","-0.17%"
"06/01/2012","185.65","185.33","185.89","184.74","","0.16%"
"05/31/2012","185.35","185.76","186.53","184.82","","-0.21%"
"05/30/2012","185.74","185.62","185.89","185.11","","0.26%"
"05/29/2012","185.25","185.44","186.44","184.77","","-0.10%"
"05/28/2012","185.43","186.82","186.93","185.38","","-0.77%"
"05/25/2012","186.87","185.52","186.97","185.46","","0.72%"
"05/24/2012","185.53","186.44","186.54","185.37","","-0.49%"
"05/23/2012","186.44","184.54","186.56","184.54","","1.05%"
"05/22/2012","184.50","184.44","184.54","183.52","","0.02%"
"05/21/2012","184.46","184.34","185.25","183.85","","-0.12%"
"05/18/2012","184.69","184.33","185.84","184.33","","0.21%"
"05/17/2012","184.31","184.44","184.65","183.66","","-0.09%"
"05/16/2012","184.48","183.00","185.22","182.31","","0.84%"
"05/15/2012","182.95","182.58","183.11","182.26","","0.23%"
"05/14/2012","182.53","182.04","182.78","181.72","","0.23%"
